description,keyword,qty,price,supplier,barcode,"batch code",brand,category,safety
"Red Widget",device,465,97.71,SupplierD,137843722514,B2884,BrandY,Outdoor,Critical
"Green Tool",item,437,24.55,SupplierD,583337594009,B3972,BrandY,Outdoor,High
"Blue Gadget",tool,466,91.84,SupplierA,650634787377,B3588,BrandZ,Toys,Low
"Blue Gadget",gadget,193,24.20,SupplierA,167562163673,B4481,BrandY,Toys,Low
"Blue Gadget",widget,260,75.39,SupplierC,435720909726,B8227,BrandX,Electronics,Medium
"Yellow Device",tool,345,28.86,SupplierD,452043916985,B3454,BrandY,Automotive,Critical
"Green Tool",tool,38,38.22,SupplierD,366123693573,B8036,BrandY,Electronics,High
"Yellow Device",gadget,375,21.56,SupplierD,989979974653,B4723,BrandX,Household,Medium
"Blue Gadget",widget,420,81.25,SupplierD,337770195084,B5021,BrandZ,Toys,Low
"Purple Item",gadget,157,29.18,SupplierC,884511079156,B8621,BrandY,Toys,High
"Red Widget",gadget,333,57.74,SupplierD,710893373287,B8021,BrandY,Automotive,Low
"Green Tool",item,373,44.35,SupplierB,489914110532,B9979,BrandY,Electronics,Medium
"Blue Gadget",gadget,255,36.66,SupplierA,771222459427,B3399,BrandX,Automotive,Low
"Purple Item",device,17,1.51,SupplierD,622863066644,B3071,BrandZ,Toys,High
"Green Tool",item,409,78.19,SupplierC,964308343523,B3814,BrandZ,Toys,Critical
"Blue Gadget",gadget,40,92.52,SupplierB,791983520403,B2035,BrandX,Electronics,Critical
"Yellow Device",widget,340,97.60,SupplierC,493460549017,B5958,BrandZ,Toys,High
"Yellow Device",item,338,84.73,SupplierD,407860127288,B2141,BrandY,Household,High
"Blue Gadget",widget,105,13.39,SupplierA,977866285262,B5409,BrandX,Outdoor,Low
"Green Tool",tool,426,98.61,SupplierA,136310541789,B2125,BrandX,Household,Critical
"Yellow Device",item,189,78.49,SupplierA,958077551119,B3356,BrandZ,Toys,Low
"Yellow Device",widget,359,2.11,SupplierA,310240060555,B6754,BrandZ,Toys,High
"Blue Gadget",widget,209,84.32,SupplierB,203511154195,B8154,BrandY,Household,Critical
"Green Tool",device,152,97.43,SupplierB,481861737274,B2513,BrandZ,Household,Medium
"Purple Item",tool,360,93.00,SupplierD,457989948967,B2044,BrandX,Toys,High
"Yellow Device",gadget,93,78.53,SupplierC,128247229020,B7738,BrandY,Outdoor,Critical
"Blue Gadget",item,135,72.44,SupplierD,329213316254,B5745,BrandX,Household,Critical
"Red Widget",item,151,27.94,SupplierC,486590831380,B6145,BrandZ,Toys,Low
"Yellow Device",tool,460,93.09,SupplierC,245030334277,B2462,BrandX,Automotive,Medium
"Green Tool",widget,202,67.81,SupplierC,139222658926,B3382,BrandZ,Household,Low
"Purple Item",device,97,57.50,SupplierD,446384256599,B6106,BrandY,Household,Critical
"Green Tool",tool,369,10.99,SupplierC,363762784645,B8721,BrandY,Outdoor,Medium
"Blue Gadget",device,34,88.04,SupplierC,632442333726,B9903,BrandX,Toys,Critical
"Yellow Device",device,500,72.84,SupplierA,614443018109,B7090,BrandY,Household,Critical
"Blue Gadget",widget,175,87.70,SupplierA,807665879377,B1398,BrandY,Outdoor,Medium
"Yellow Device",gadget,22,35.01,SupplierD,267975976059,B4676,BrandY,Household,High
"Purple Item",device,139,15.22,SupplierD,891003628257,B2078,BrandY,Electronics,Critical
"Red Widget",widget,420,18.73,SupplierB,685640002152,B2312,BrandZ,Toys,High
"Purple Item",gadget,259,73.99,SupplierB,944129763246,B8674,BrandX,Outdoor,Critical
"Red Widget",item,301,34.79,SupplierB,676433100736,B8033,BrandX,Toys,High
"Purple Item",item,41,11.73,SupplierC,218464780591,B3969,BrandY,Electronics,Critical
"Purple Item",device,245,3.52,SupplierA,528981243637,B1323,BrandY,Electronics,Low
"Red Widget",item,50,71.66,SupplierC,384609962853,B7622,BrandY,Electronics,High
"Green Tool",gadget,4,50.72,SupplierD,545944064300,B5041,BrandX,Outdoor,Medium
"Blue Gadget",device,346,90.91,SupplierA,569044665101,B2099,BrandX,Automotive,High
"Green Tool",item,79,22.37,SupplierA,188703062788,B2626,BrandZ,Household,Critical
"Purple Item",gadget,180,92.39,SupplierA,366872747128,B1542,BrandY,Automotive,High
"Purple Item",widget,146,47.54,SupplierC,770176417408,B8703,BrandX,Electronics,Low
"Green Tool",gadget,60,81.34,SupplierA,934216148951,B2230,BrandY,Household,Low
"Yellow Device",gadget,3,74.19,SupplierB,154846056773,B1425,BrandY,Household,Medium
"Red Widget",tool,68,24.36,SupplierA,145592233845,B5990,BrandZ,Toys,Critical
"Green Tool",gadget,68,27.28,SupplierA,194265644459,B2054,BrandZ,Outdoor,Low
"Green Tool",widget,257,97.38,SupplierD,660391739555,B7286,BrandZ,Automotive,High
"Green Tool",widget,291,38.00,SupplierC,407484822469,B7783,BrandY,Automotive,High
"Purple Item",item,451,69.50,SupplierD,946776166681,B6740,BrandY,Toys,Medium
"Yellow Device",widget,4,27.14,SupplierC,687277172107,B3380,BrandX,Toys,Critical
"Yellow Device",item,198,15.44,SupplierC,170323400957,B3310,BrandX,Household,Low
"Green Tool",tool,166,39.88,SupplierD,361361598093,B1675,BrandX,Toys,High
"Yellow Device",tool,367,36.33,SupplierB,631659608577,B5720,BrandZ,Outdoor,High
"Purple Item",gadget,216,80.60,SupplierD,274191648826,B5834,BrandY,Toys,Critical
"Blue Gadget",widget,21,12.16,SupplierD,720502208606,B3235,BrandY,Outdoor,Medium
"Blue Gadget",item,351,66.45,SupplierC,722905748127,B9164,BrandY,Toys,Critical
"Green Tool",tool,33,39.29,SupplierC,810397814611,B1803,BrandY,Electronics,Critical
"Yellow Device",tool,311,66.44,SupplierC,345265185283,B1734,BrandY,Electronics,Critical
"Blue Gadget",widget,360,44.94,SupplierD,379129378096,B2416,BrandX,Toys,Medium
"Red Widget",widget,140,53.31,SupplierB,684353716905,B1546,BrandX,Household,High
"Purple Item",item,49,56.58,SupplierD,599405923552,B4894,BrandX,Household,Medium
"Purple Item",tool,62,64.31,SupplierA,707502247296,B7237,BrandZ,Electronics,Medium
"Purple Item",item,370,80.14,SupplierA,698470606896,B7200,BrandX,Household,Medium
"Blue Gadget",widget,143,17.94,SupplierD,366838754225,B3257,BrandX,Household,Critical
"Yellow Device",device,45,76.26,SupplierC,211691770314,B4085,BrandZ,Household,High
"Blue Gadget",item,213,40.80,SupplierC,254472979097,B1342,BrandZ,Household,High
"Yellow Device",gadget,227,43.51,SupplierC,149645592960,B8418,BrandX,Electronics,High
"Yellow Device",gadget,211,46.47,SupplierD,134841118415,B6426,BrandZ,Household,Medium
"Purple Item",tool,465,93.85,SupplierC,692508944445,B8993,BrandZ,Outdoor,Critical
"Green Tool",gadget,416,84.47,SupplierA,729681499423,B3751,BrandY,Outdoor,Low
"Red Widget",gadget,219,71.57,SupplierD,390665004558,B1976,BrandY,Toys,High
"Blue Gadget",tool,141,70.06,SupplierA,504907765903,B2615,BrandZ,Electronics,Low
"Green Tool",gadget,500,72.06,SupplierD,120050585017,B7738,BrandX,Electronics,Low
"Yellow Device",gadget,127,47.29,SupplierC,546384178567,B5658,BrandX,Electronics,Critical
"Purple Item",tool,356,63.06,SupplierC,290070723140,B8159,BrandZ,Household,Medium
"Green Tool",gadget,97,96.57,SupplierA,517547529317,B1205,BrandY,Household,Critical
"Blue Gadget",item,245,66.25,SupplierC,957544696777,B2495,BrandZ,Electronics,Medium
"Blue Gadget",tool,123,66.65,SupplierB,662779628806,B6766,BrandX,Household,Low
"Purple Item",widget,267,12.31,SupplierA,976550639812,B6495,BrandZ,Household,High
"Red Widget",gadget,423,75.66,SupplierC,643794884453,B3626,BrandX,Outdoor,Medium
"Green Tool",widget,40,91.14,SupplierD,803411694343,B1837,BrandZ,Outdoor,High
"Blue Gadget",device,347,10.17,SupplierA,525034741876,B5497,BrandZ,Household,Medium
"Blue Gadget",gadget,386,29.65,SupplierA,665917149219,B5353,BrandX,Automotive,Low
"Green Tool",widget,198,61.40,SupplierA,226139150246,B6263,BrandY,Toys,Medium
"Green Tool",widget,31,38.68,SupplierA,421752062883,B8596,BrandX,Toys,Critical
"Purple Item",widget,12,72.64,SupplierD,995775722544,B2610,BrandY,Toys,Critical
"Yellow Device",tool,226,30.64,SupplierA,344699860498,B5998,BrandZ,Automotive,High
"Purple Item",item,275,82.29,SupplierB,383825766431,B9182,BrandX,Household,High
"Blue Gadget",gadget,173,15.34,SupplierB,589623555038,B6255,BrandY,Toys,High
"Purple Item",widget,440,89.95,SupplierC,510494292501,B2196,BrandZ,Automotive,High
"Yellow Device",device,11,94.30,SupplierD,211219765261,B7537,BrandX,Outdoor,Low
"Yellow Device",widget,119,1.97,SupplierC,833300088742,B5273,BrandZ,Outdoor,Critical
"Red Widget",gadget,430,32.75,SupplierA,390430026035,B4140,BrandY,Electronics,Critical
"Yellow Device",widget,41,66.46,SupplierD,850005367159,B7434,BrandZ,Automotive,Medium
"Blue Gadget",device,485,19.86,SupplierC,471125054890,B1477,BrandY,Automotive,High
"Purple Item",widget,152,43.69,SupplierD,439227678336,B7717,BrandZ,Electronics,High
"Green Tool",item,138,7.60,SupplierD,948106396183,B1039,BrandZ,Outdoor,Critical
"Purple Item",widget,126,29.82,SupplierA,302774720716,B6975,BrandZ,Household,Low
"Red Widget",item,498,18.11,SupplierA,384466503040,B9123,BrandZ,Electronics,Low
"Yellow Device",device,148,83.07,SupplierC,555568622920,B1603,BrandY,Outdoor,High
"Green Tool",tool,140,12.81,SupplierB,565083633496,B4137,BrandZ,Household,Critical
"Yellow Device",item,147,29.05,SupplierA,893532015563,B5363,BrandY,Electronics,Medium
"Green Tool",item,21,80.20,SupplierC,838337105876,B6073,BrandY,Toys,High
"Red Widget",item,480,80.38,SupplierB,760028435451,B5084,BrandY,Outdoor,Low
"Green Tool",device,256,22.80,SupplierC,516785616862,B4147,BrandX,Electronics,Critical
"Blue Gadget",device,454,85.68,SupplierD,224763501916,B9658,BrandZ,Household,High
"Green Tool",widget,492,60.66,SupplierB,549914959816,B2664,BrandY,Outdoor,Critical
"Blue Gadget",widget,453,19.41,SupplierB,400704427815,B3540,BrandZ,Toys,High
"Purple Item",item,112,51.20,SupplierC,290559874012,B3045,BrandZ,Electronics,Medium
"Green Tool",tool,468,11.11,SupplierD,918919205506,B8305,BrandY,Automotive,High
"Purple Item",item,161,86.78,SupplierB,297585410218,B3255,BrandY,Toys,Critical
"Blue Gadget",gadget,412,82.71,SupplierA,360541555572,B9649,BrandX,Automotive,High
"Blue Gadget",tool,201,81.25,SupplierA,774574350132,B8307,BrandX,Household,High
"Blue Gadget",item,470,94.25,SupplierA,603016781281,B7462,BrandX,Electronics,Medium
"Blue Gadget",widget,339,85.58,SupplierA,633005368924,B5563,BrandX,Automotive,Low
"Red Widget",item,170,47.13,SupplierB,927926055018,B6612,BrandX,Household,Medium
"Purple Item",tool,497,52.61,SupplierC,739654739608,B4651,BrandX,Household,Medium
"Purple Item",gadget,263,86.37,SupplierA,865151223494,B8589,BrandZ,Electronics,Medium
"Blue Gadget",widget,18,96.47,SupplierB,323338802333,B7658,BrandZ,Household,High
"Yellow Device",gadget,232,82.64,SupplierD,212635285383,B2864,BrandX,Household,High
"Red Widget",tool,435,4.58,SupplierA,901161996828,B4879,BrandY,Toys,Critical
"Yellow Device",gadget,472,56.46,SupplierA,590233783804,B1200,BrandZ,Toys,High
"Yellow Device",item,347,49.42,SupplierD,734750089021,B2083,BrandY,Electronics,Medium
"Blue Gadget",item,475,2.27,SupplierB,160715160812,B4032,BrandZ,Household,Critical
"Blue Gadget",item,259,24.81,SupplierA,496603495390,B1575,BrandX,Automotive,High
"Red Widget",item,39,30.14,SupplierD,322921011746,B4268,BrandZ,Household,Low
"Yellow Device",item,4,4.64,SupplierD,380141947330,B2090,BrandZ,Outdoor,Medium
"Red Widget",widget,7,68.37,SupplierC,270796242113,B8993,BrandZ,Outdoor,High
"Purple Item",item,314,4.58,SupplierB,643475788577,B8095,BrandX,Outdoor,Critical
"Red Widget",tool,298,4.02,SupplierD,996338797758,B7130,BrandY,Household,High
"Purple Item",gadget,160,5.92,SupplierD,634855736080,B2027,BrandZ,Toys,Medium
"Yellow Device",item,340,29.75,SupplierD,220296729726,B8201,BrandZ,Electronics,Medium
"Purple Item",item,256,42.05,SupplierC,514199087615,B9572,BrandX,Outdoor,Critical
"Green Tool",tool,183,22.88,SupplierD,426338148042,B4950,BrandZ,Toys,High
"Green Tool",device,297,15.26,SupplierC,149466238016,B7690,BrandZ,Household,Medium
"Green Tool",device,489,19.21,SupplierD,218005417420,B9657,BrandZ,Household,Low
"Yellow Device",item,382,34.15,SupplierA,609816725567,B2526,BrandX,Toys,High
"Blue Gadget",device,196,22.41,SupplierA,889875264021,B4880,BrandZ,Outdoor,Low
"Red Widget",tool,103,46.51,SupplierC,403967378568,B3077,BrandZ,Toys,High
"Red Widget",tool,158,5.45,SupplierB,377404414168,B6659,BrandY,Household,High
"Yellow Device",tool,73,24.68,SupplierC,236655575941,B9873,BrandY,Household,High
"Green Tool",device,358,93.61,SupplierD,462172315345,B9249,BrandX,Household,Critical
"Red Widget",widget,281,24.10,SupplierA,631701829487,B3775,BrandY,Household,Medium
"Red Widget",tool,14,1.02,SupplierD,992127056111,B8551,BrandY,Automotive,Low
"Red Widget",tool,478,14.72,SupplierA,885130005621,B7855,BrandY,Outdoor,Low
"Red Widget",gadget,25,86.41,SupplierB,702158733207,B2752,BrandX,Electronics,Critical
"Red Widget",tool,23,10.17,SupplierC,278697053818,B7302,BrandY,Toys,Low
"Blue Gadget",widget,121,8.50,SupplierB,148019309682,B1254,BrandX,Automotive,Low
"Yellow Device",item,290,4.75,SupplierA,234919346882,B6583,BrandY,Automotive,Low
"Green Tool",gadget,82,13.33,SupplierA,798672017492,B2033,BrandZ,Toys,Medium
"Blue Gadget",widget,314,95.16,SupplierA,519428488651,B6714,BrandZ,Automotive,Critical
"Green Tool",device,211,76.59,SupplierB,195315233102,B9735,BrandY,Toys,Medium
"Green Tool",item,449,35.72,SupplierD,449261184207,B4759,BrandZ,Automotive,Low
"Yellow Device",item,24,78.06,SupplierB,453903402181,B8964,BrandZ,Household,High
"Green Tool",tool,475,93.89,SupplierC,145601887391,B2272,BrandY,Household,High
"Purple Item",gadget,362,15.82,SupplierC,700279905564,B1472,BrandX,Household,Medium
"Purple Item",device,268,33.02,SupplierD,110525825618,B2984,BrandZ,Electronics,Low
"Green Tool",gadget,423,92.88,SupplierC,156955165885,B1521,BrandX,Toys,Low
"Blue Gadget",tool,394,39.43,SupplierB,680199976904,B3879,BrandY,Outdoor,High
"Purple Item",device,244,44.07,SupplierA,110239082621,B2065,BrandZ,Household,Low
"Red Widget",gadget,95,37.59,SupplierC,623860312743,B1847,BrandX,Household,Medium
"Green Tool",device,125,84.37,SupplierA,389610668089,B7470,BrandX,Household,Low
"Red Widget",widget,127,87.05,SupplierC,771703823788,B8913,BrandZ,Toys,Critical
"Green Tool",widget,39,44.85,SupplierB,640710861292,B6944,BrandY,Electronics,Low
"Purple Item",item,290,8.43,SupplierB,893798594466,B7329,BrandZ,Outdoor,Low
"Green Tool",tool,29,71.82,SupplierA,607127562755,B5938,BrandZ,Automotive,Low
"Green Tool",widget,353,34.69,SupplierB,164922400446,B4142,BrandX,Electronics,Critical
"Green Tool",tool,105,97.81,SupplierB,940353686573,B7749,BrandZ,Electronics,High
"Blue Gadget",widget,83,10.80,SupplierA,769230390231,B7947,BrandZ,Household,High
"Purple Item",item,162,35.84,SupplierB,170499289374,B6712,BrandZ,Household,Critical
"Green Tool",device,95,52.60,SupplierD,323830223074,B9215,BrandX,Automotive,High
"Purple Item",item,13,52.79,SupplierB,218771477339,B9249,BrandY,Toys,High
"Blue Gadget",device,401,73.02,SupplierB,984011577292,B8185,BrandY,Outdoor,Low
"Purple Item",widget,19,20.50,SupplierA,641567742690,B8413,BrandX,Automotive,Low
"Yellow Device",widget,37,48.14,SupplierC,527387297680,B9197,BrandY,Outdoor,High
"Blue Gadget",widget,36,53.31,SupplierB,152066540488,B1476,BrandZ,Toys,Medium
"Purple Item",gadget,255,70.87,SupplierC,113331848927,B7840,BrandY,Outdoor,Critical
"Green Tool",gadget,50,9.32,SupplierC,470099487686,B1019,BrandY,Electronics,Medium
"Red Widget",tool,164,45.35,SupplierD,281177322039,B5882,BrandZ,Automotive,Medium
"Purple Item",item,298,54.38,SupplierA,498486166194,B7646,BrandX,Toys,High
"Blue Gadget",device,214,95.38,SupplierD,191349406770,B9923,BrandX,Outdoor,High
"Green Tool",widget,194,78.25,SupplierA,527484773449,B1135,BrandX,Toys,High
"Yellow Device",item,260,57.11,SupplierA,828840751241,B6257,BrandX,Electronics,Critical
"Purple Item",item,457,63.24,SupplierA,771605097221,B2007,BrandX,Outdoor,High
"Red Widget",item,202,32.87,SupplierA,906979525161,B1292,BrandY,Toys,Critical
"Blue Gadget",tool,402,28.29,SupplierA,906526904732,B8601,BrandZ,Automotive,High
"Purple Item",item,131,99.17,SupplierC,215756525463,B3048,BrandZ,Automotive,Critical
"Red Widget",gadget,155,97.06,SupplierD,255339141228,B2731,BrandZ,Automotive,Medium
"Blue Gadget",gadget,382,87.28,SupplierA,289568740543,B8987,BrandZ,Electronics,Low
"Purple Item",tool,352,50.33,SupplierD,296018628209,B1158,BrandX,Outdoor,Medium
"Blue Gadget",tool,396,50.65,SupplierB,213727996611,B9095,BrandZ,Outdoor,Medium
"Green Tool",tool,431,66.18,SupplierC,268461325699,B6774,BrandX,Household,High
"Green Tool",gadget,24,86.12,SupplierA,579509496777,B9787,BrandX,Outdoor,Critical
"Red Widget",tool,184,29.17,SupplierA,944517441951,B3193,BrandZ,Household,High
"Blue Gadget",device,452,1.39,SupplierA,360552236725,B2798,BrandZ,Toys,Medium
"Yellow Device",tool,49,17.72,SupplierB,960577778746,B1254,BrandX,Toys,Medium
"Green Tool",device,40,87.61,SupplierA,269742350763,B7802,BrandX,Automotive,Critical
"Yellow Device",item,66,40.43,SupplierC,894700129562,B6811,BrandZ,Electronics,Critical
"Purple Item",gadget,354,85.05,SupplierB,249723565436,B2547,BrandZ,Automotive,Critical
"Yellow Device",widget,223,69.97,SupplierB,492725231356,B9725,BrandZ,Electronics,Critical
"Yellow Device",gadget,17,99.24,SupplierC,499195202414,B3732,BrandX,Automotive,Medium
"Purple Item",tool,450,21.00,SupplierD,656379469904,B7841,BrandZ,Household,Low
"Red Widget",widget,131,45.02,SupplierB,880397410600,B7367,BrandZ,Outdoor,Low
"Yellow Device",widget,258,3.54,SupplierC,506467223936,B1150,BrandX,Automotive,Critical
"Purple Item",gadget,218,57.63,SupplierC,806393604924,B3480,BrandX,Outdoor,Critical
"Red Widget",item,72,45.85,SupplierB,504002032850,B6388,BrandY,Household,Low
"Yellow Device",device,210,61.79,SupplierD,105033798792,B2344,BrandZ,Electronics,High
"Green Tool",widget,308,94.67,SupplierC,505447929718,B4668,BrandZ,Toys,Low
"Purple Item",widget,86,1.09,SupplierC,938472596666,B6909,BrandX,Household,Medium
"Red Widget",widget,478,87.41,SupplierD,557540972481,B4172,BrandX,Household,Medium
"Purple Item",widget,355,36.13,SupplierC,407515461218,B8374,BrandZ,Toys,Medium
"Yellow Device",tool,382,77.03,SupplierB,885383097659,B2175,BrandX,Electronics,Low
"Purple Item",item,252,81.04,SupplierA,541829012259,B7909,BrandX,Automotive,Critical
"Red Widget",gadget,432,65.08,SupplierA,820486642347,B5836,BrandZ,Outdoor,Critical
"Green Tool",gadget,448,56.10,SupplierC,583301669057,B4787,BrandX,Household,Low
"Green Tool",device,266,5.76,SupplierD,767860887076,B8150,BrandX,Automotive,Critical
"Purple Item",tool,428,39.58,SupplierA,791477983905,B9969,BrandZ,Automotive,Critical
"Purple Item",widget,411,64.36,SupplierC,640829282107,B7319,BrandY,Electronics,Low
"Green Tool",tool,263,15.16,SupplierC,131111392523,B8519,BrandZ,Automotive,Critical
"Red Widget",widget,202,72.29,SupplierA,828214963507,B2828,BrandY,Automotive,High
"Green Tool",gadget,54,27.83,SupplierD,714458918610,B3906,BrandZ,Outdoor,Medium
"Yellow Device",gadget,105,92.05,SupplierB,854820311789,B5165,BrandY,Automotive,High
"Purple Item",gadget,174,17.86,SupplierC,573438662826,B7565,BrandY,Outdoor,Critical
"Yellow Device",item,216,92.77,SupplierB,415829163723,B9664,BrandY,Outdoor,Medium
"Blue Gadget",widget,158,28.44,SupplierC,101655708861,B2699,BrandY,Electronics,Low
"Yellow Device",gadget,271,94.55,SupplierB,425997930126,B3617,BrandZ,Household,Low
"Yellow Device",item,466,23.09,SupplierA,806929560440,B6536,BrandX,Household,Critical
"Yellow Device",widget,456,5.69,SupplierA,246584261542,B9408,BrandX,Automotive,Critical
"Green Tool",device,204,63.12,SupplierD,965132123322,B1986,BrandY,Electronics,Critical
"Yellow Device",item,219,22.08,SupplierB,868674830994,B1541,BrandY,Household,High
"Green Tool",device,32,11.82,SupplierD,948404236006,B8314,BrandX,Outdoor,Low
"Yellow Device",gadget,2,34.19,SupplierA,181542406248,B6523,BrandY,Household,Critical
"Green Tool",item,272,75.84,SupplierB,316020054028,B5906,BrandZ,Electronics,Critical
"Purple Item",tool,77,67.49,SupplierA,317952121083,B4022,BrandZ,Outdoor,High
"Yellow Device",widget,247,9.74,SupplierA,319624053812,B3764,BrandY,Automotive,Critical
"Green Tool",device,42,9.88,SupplierA,893803505488,B3966,BrandX,Outdoor,Medium
"Purple Item",gadget,241,97.25,SupplierC,329921546707,B7993,BrandX,Toys,Low
